frame cameraID K[0,0] K[1,1] K[0,2] K[1,2]
59 1 725.0087 725.0087 620.5 187
60 0 725.0087 725.0087 620.5 187
60 1 725.0087 725.0087 620.5 187
61 0 725.0087 725.0087 620.5 187
61 1 725.0087 725.0087 620.5 187
62 0 725.0087 725.0087 620.5 187
62 1 725.0087 725.0087 620.5 187
63 0 725.0087 725.0087 620.5 187
63 1 725.0087 725.0087 620.5 187
64 0 725.0087 725.0087 620.5 187
64 1 725.0087 725.0087 620.5 187
65 0 725.0087 725.0087 620.5 187
65 1 725.0087 725.0087 620.5 187
66 0 725.0087 725.0087 620.5 187
66 1 725.0087 725.0087 620.5 187
67 0 725.0087 725.0087 620.5 187
67 1 725.0087 725.0087 620.5 187
68 0 725.0087 725.0087 620.5 187
68 1 725.0087 725.0087 620.5 187
69 0 725.0087 725.0087 620.5 187
69 1 725.0087 725.0087 620.5 187
70 0 725.0087 725.0087 620.5 187
70 1 725.0087 725.0087 620.5 187
71 0 725.0087 725.0087 620.5 187
71 1 725.0087 725.0087 620.5 187
72 0 725.0087 725.0087 620.5 187
72 1 725.0087 725.0087 620.5 187
73 0 725.0087 725.0087 620.5 187
73 1 725.0087 725.0087 620.5 187
74 0 725.0087 725.0087 620.5 187
74 1 725.0087 725.0087 620.5 187
75 0 725.0087 725.0087 620.5 187
75 1 725.0087 725.0087 620.5 187
76 0 725.0087 725.0087 620.5 187
76 1 725.0087 725.0087 620.5 187
77 0 725.0087 725.0087 620.5 187
77 1 725.0087 725.0087 620.5 187
78 0 725.0087 725.0087 620.5 187
78 1 725.0087 725.0087 620.5 187
79 0 725.0087 725.0087 620.5 187
79 1 725.0087 725.0087 620.5 187
80 0 725.0087 725.0087 620.5 187
80 1 725.0087 725.0087 620.5 187
81 0 725.0087 725.0087 620.5 187
81 1 725.0087 725.0087 620.5 187
82 0 725.0087 725.0087 620.5 187
82 1 725.0087 725.0087 620.5 187
83 0 725.0087 725.0087 620.5 187
83 1 725.0087 725.0087 620.5 187
84 0 725.0087 725.0087 620.5 187
84 1 725.0087 725.0087 620.5 187
85 0 725.0087 725.0087 620.5 187
85 1 725.0087 725.0087 620.5 187
86 0 725.0087 725.0087 620.5 187
86 1 725.0087 725.0087 620.5 187
87 0 725.0087 725.0087 620.5 187
87 1 725.0087 725.0087 620.5 187
88 0 725.0087 725.0087 620.5 187
88 1 725.0087 725.0087 620.5 187
89 0 725.0087 725.0087 620.5 187
89 1 725.0087 725.0087 620.5 187
90 0 725.0087 725.0087 620.5 187
90 1 725.0087 725.0087 620.5 187
91 0 725.0087 725.0087 620.5 187
91 1 725.0087 725.0087 620.5 187
92 0 725.0087 725.0087 620.5 187
92 1 725.0087 725.0087 620.5 187
93 0 725.0087 725.0087 620.5 187
93 1 725.0087 725.0087 620.5 187
94 0 725.0087 725.0087 620.5 187
94 1 725.0087 725.0087 620.5 187
95 0 725.0087 725.0087 620.5 187
95 1 725.0087 725.0087 620.5 187
96 0 725.0087 725.0087 620.5 187
96 1 725.0087 725.0087 620.5 187
97 0 725.0087 725.0087 620.5 187
97 1 725.0087 725.0087 620.5 187
98 0 725.0087 725.0087 620.5 187
98 1 725.0087 725.0087 620.5 187
99 0 725.0087 725.0087 620.5 187
99 1 725.0087 725.0087 620.5 187
100 0 725.0087 725.0087 620.5 187
100 1 725.0087 725.0087 620.5 187
101 0 725.0087 725.0087 620.5 187
101 1 725.0087 725.0087 620.5 187
102 0 725.0087 725.0087 620.5 187
102 1 725.0087 725.0087 620.5 187
103 0 725.0087 725.0087 620.5 187
103 1 725.0087 725.0087 620.5 187
104 0 725.0087 725.0087 620.5 187
104 1 725.0087 725.0087 620.5 187
105 0 725.0087 725.0087 620.5 187
105 1 725.0087 725.0087 620.5 187
106 0 725.0087 725.0087 620.5 187
106 1 725.0087 725.0087 620.5 187
107 0 725.0087 725.0087 620.5 187
107 1 725.0087 725.0087 620.5 187
108 0 725.0087 725.0087 620.5 187
108 1 725.0087 725.0087 620.5 187
109 0 725.0087 725.0087 620.5 187
109 1 725.0087 725.0087 620.5 187
110 0 725.0087 725.0087 620.5 187
110 1 725.0087 725.0087 620.5 187
111 0 725.0087 725.0087 620.5 187
111 1 725.0087 725.0087 620.5 187
112 0 725.0087 725.0087 620.5 187
112 1 725.0087 725.0087 620.5 187
113 0 725.0087 725.0087 620.5 187
113 1 725.0087 725.0087 620.5 187
114 0 725.0087 725.0087 620.5 187
114 1 725.0087 725.0087 620.5 187
115 0 725.0087 725.0087 620.5 187
115 1 725.0087 725.0087 620.5 187
116 0 725.0087 725.0087 620.5 187
116 1 725.0087 725.0087 620.5 187
117 0 725.0087 725.0087 620.5 187
117 1 725.0087 725.0087 620.5 187
118 0 725.0087 725.0087 620.5 187
118 1 725.0087 725.0087 620.5 187
119 0 725.0087 725.0087 620.5 187
119 1 725.0087 725.0087 620.5 187
120 0 725.0087 725.0087 620.5 187
120 1 725.0087 725.0087 620.5 187
121 0 725.0087 725.0087 620.5 187
121 1 725.0087 725.0087 620.5 187
122 0 725.0087 725.0087 620.5 187
122 1 725.0087 725.0087 620.5 187
123 0 725.0087 725.0087 620.5 187
123 1 725.0087 725.0087 620.5 187
124 0 725.0087 725.0087 620.5 187
124 1 725.0087 725.0087 620.5 187
125 0 725.0087 725.0087 620.5 187
125 1 725.0087 725.0087 620.5 187
126 0 725.0087 725.0087 620.5 187
126 1 725.0087 725.0087 620.5 187
127 0 725.0087 725.0087 620.5 187
127 1 725.0087 725.0087 620.5 187
128 0 725.0087 725.0087 620.5 187
128 1 725.0087 725.0087 620.5 187
129 0 725.0087 725.0087 620.5 187
129 1 725.0087 725.0087 620.5 187
130 0 725.0087 725.0087 620.5 187
130 1 725.0087 725.0087 620.5 187
131 0 725.0087 725.0087 620.5 187
131 1 725.0087 725.0087 620.5 187
132 0 725.0087 725.0087 620.5 187
132 1 725.0087 725.0087 620.5 187
133 0 725.0087 725.0087 620.5 187
133 1 725.0087 725.0087 620.5 187
134 0 725.0087 725.0087 620.5 187
134 1 725.0087 725.0087 620.5 187
135 0 725.0087 725.0087 620.5 187
135 1 725.0087 725.0087 620.5 187
136 0 725.0087 725.0087 620.5 187
136 1 725.0087 725.0087 620.5 187
137 0 725.0087 725.0087 620.5 187
137 1 725.0087 725.0087 620.5 187
138 0 725.0087 725.0087 620.5 187
138 1 725.0087 725.0087 620.5 187
139 0 725.0087 725.0087 620.5 187
139 1 725.0087 725.0087 620.5 187
140 0 725.0087 725.0087 620.5 187
140 1 725.0087 725.0087 620.5 187
141 0 725.0087 725.0087 620.5 187
141 1 725.0087 725.0087 620.5 187
142 0 725.0087 725.0087 620.5 187
142 1 725.0087 725.0087 620.5 187
143 0 725.0087 725.0087 620.5 187
143 1 725.0087 725.0087 620.5 187
144 0 725.0087 725.0087 620.5 187
144 1 725.0087 725.0087 620.5 187
145 0 725.0087 725.0087 620.5 187
145 1 725.0087 725.0087 620.5 187
146 0 725.0087 725.0087 620.5 187
146 1 725.0087 725.0087 620.5 187
147 0 725.0087 725.0087 620.5 187
147 1 725.0087 725.0087 620.5 187
148 0 725.0087 725.0087 620.5 187
148 1 725.0087 725.0087 620.5 187
149 0 725.0087 725.0087 620.5 187
149 1 725.0087 725.0087 620.5 187
150 0 725.0087 725.0087 620.5 187
150 1 725.0087 725.0087 620.5 187
151 0 725.0087 725.0087 620.5 187
151 1 725.0087 725.0087 620.5 187
152 0 725.0087 725.0087 620.5 187
152 1 725.0087 725.0087 620.5 187
153 0 725.0087 725.0087 620.5 187
153 1 725.0087 725.0087 620.5 187
154 0 725.0087 725.0087 620.5 187
154 1 725.0087 725.0087 620.5 187
155 0 725.0087 725.0087 620.5 187
155 1 725.0087 725.0087 620.5 187
156 0 725.0087 725.0087 620.5 187
156 1 725.0087 725.0087 620.5 187
157 0 725.0087 725.0087 620.5 187
157 1 725.0087 725.0087 620.5 187
158 0 725.0087 725.0087 620.5 187
158 1 725.0087 725.0087 620.5 187
159 0 725.0087 725.0087 620.5 187
159 1 725.0087 725.0087 620.5 187
160 0 725.0087 725.0087 620.5 187
160 1 725.0087 725.0087 620.5 187
161 0 725.0087 725.0087 620.5 187
161 1 725.0087 725.0087 620.5 187
162 0 725.0087 725.0087 620.5 187
162 1 725.0087 725.0087 620.5 187
163 0 725.0087 725.0087 620.5 187
163 1 725.0087 725.0087 620.5 187
164 0 725.0087 725.0087 620.5 187
164 1 725.0087 725.0087 620.5 187
165 0 725.0087 725.0087 620.5 187
165 1 725.0087 725.0087 620.5 187
166 0 725.0087 725.0087 620.5 187
166 1 725.0087 725.0087 620.5 187
167 0 725.0087 725.0087 620.5 187
167 1 725.0087 725.0087 620.5 187
168 0 725.0087 725.0087 620.5 187
168 1 725.0087 725.0087 620.5 187
169 0 725.0087 725.0087 620.5 187
169 1 725.0087 725.0087 620.5 187
170 0 725.0087 725.0087 620.5 187
170 1 725.0087 725.0087 620.5 187
171 0 725.0087 725.0087 620.5 187
171 1 725.0087 725.0087 620.5 187
172 0 725.0087 725.0087 620.5 187
172 1 725.0087 725.0087 620.5 187
173 0 725.0087 725.0087 620.5 187
173 1 725.0087 725.0087 620.5 187
174 0 725.0087 725.0087 620.5 187
174 1 725.0087 725.0087 620.5 187
175 0 725.0087 725.0087 620.5 187
175 1 725.0087 725.0087 620.5 187
176 0 725.0087 725.0087 620.5 187
176 1 725.0087 725.0087 620.5 187
177 0 725.0087 725.0087 620.5 187
177 1 725.0087 725.0087 620.5 187
178 0 725.0087 725.0087 620.5 187
178 1 725.0087 725.0087 620.5 187
179 0 725.0087 725.0087 620.5 187
179 1 725.0087 725.0087 620.5 187
180 0 725.0087 725.0087 620.5 187
180 1 725.0087 725.0087 620.5 187
181 0 725.0087 725.0087 620.5 187
181 1 725.0087 725.0087 620.5 187
182 0 725.0087 725.0087 620.5 187
182 1 725.0087 725.0087 620.5 187
183 0 725.0087 725.0087 620.5 187
183 1 725.0087 725.0087 620.5 187
184 0 725.0087 725.0087 620.5 187
184 1 725.0087 725.0087 620.5 187
185 0 725.0087 725.0087 620.5 187
185 1 725.0087 725.0087 620.5 187
186 0 725.0087 725.0087 620.5 187
186 1 725.0087 725.0087 620.5 187
187 0 725.0087 725.0087 620.5 187
187 1 725.0087 725.0087 620.5 187
188 0 725.0087 725.0087 620.5 187
188 1 725.0087 725.0087 620.5 187
189 0 725.0087 725.0087 620.5 187
189 1 725.0087 725.0087 620.5 187
190 0 725.0087 725.0087 620.5 187
190 1 725.0087 725.0087 620.5 187
191 0 725.0087 725.0087 620.5 187
191 1 725.0087 725.0087 620.5 187
192 0 725.0087 725.0087 620.5 187
192 1 725.0087 725.0087 620.5 187
193 0 725.0087 725.0087 620.5 187
193 1 725.0087 725.0087 620.5 187
194 0 725.0087 725.0087 620.5 187
194 1 725.0087 725.0087 620.5 187
195 0 725.0087 725.0087 620.5 187
195 1 725.0087 725.0087 620.5 187
196 0 725.0087 725.0087 620.5 187
196 1 725.0087 725.0087 620.5 187
197 0 725.0087 725.0087 620.5 187
197 1 725.0087 725.0087 620.5 187
198 0 725.0087 725.0087 620.5 187
198 1 725.0087 725.0087 620.5 187
199 0 725.0087 725.0087 620.5 187
199 1 725.0087 725.0087 620.5 187
200 0 725.0087 725.0087 620.5 187
200 1 725.0087 725.0087 620.5 187
201 0 725.0087 725.0087 620.5 187
201 1 725.0087 725.0087 620.5 187
202 0 725.0087 725.0087 620.5 187
202 1 725.0087 725.0087 620.5 187
203 0 725.0087 725.0087 620.5 187
203 1 725.0087 725.0087 620.5 187
204 0 725.0087 725.0087 620.5 187
204 1 725.0087 725.0087 620.5 187
205 0 725.0087 725.0087 620.5 187
205 1 725.0087 725.0087 620.5 187
206 0 725.0087 725.0087 620.5 187
206 1 725.0087 725.0087 620.5 187
207 0 725.0087 725.0087 620.5 187
207 1 725.0087 725.0087 620.5 187
208 0 725.0087 725.0087 620.5 187
208 1 725.0087 725.0087 620.5 187
209 0 725.0087 725.0087 620.5 187
209 1 725.0087 725.0087 620.5 187
210 0 725.0087 725.0087 620.5 187
210 1 725.0087 725.0087 620.5 187
211 0 725.0087 725.0087 620.5 187
211 1 725.0087 725.0087 620.5 187
212 0 725.0087 725.0087 620.5 187
212 1 725.0087 725.0087 620.5 187
213 0 725.0087 725.0087 620.5 187
213 1 725.0087 725.0087 620.5 187
214 0 725.0087 725.0087 620.5 187
214 1 725.0087 725.0087 620.5 187
215 0 725.0087 725.0087 620.5 187
215 1 725.0087 725.0087 620.5 187
216 0 725.0087 725.0087 620.5 187
216 1 725.0087 725.0087 620.5 187
217 0 725.0087 725.0087 620.5 187
217 1 725.0087 725.0087 620.5 187
218 0 725.0087 725.0087 620.5 187
218 1 725.0087 725.0087 620.5 187
219 0 725.0087 725.0087 620.5 187
219 1 725.0087 725.0087 620.5 187
220 0 725.0087 725.0087 620.5 187
220 1 725.0087 725.0087 620.5 187
221 0 725.0087 725.0087 620.5 187
221 1 725.0087 725.0087 620.5 187
222 0 725.0087 725.0087 620.5 187
222 1 725.0087 725.0087 620.5 187
223 0 725.0087 725.0087 620.5 187
223 1 725.0087 725.0087 620.5 187
224 0 725.0087 725.0087 620.5 187
224 1 725.0087 725.0087 620.5 187
225 0 725.0087 725.0087 620.5 187
225 1 725.0087 725.0087 620.5 187
226 0 725.0087 725.0087 620.5 187
226 1 725.0087 725.0087 620.5 187
227 0 725.0087 725.0087 620.5 187
227 1 725.0087 725.0087 620.5 187
228 0 725.0087 725.0087 620.5 187
228 1 725.0087 725.0087 620.5 187
229 0 725.0087 725.0087 620.5 187
229 1 725.0087 725.0087 620.5 187
230 0 725.0087 725.0087 620.5 187
230 1 725.0087 725.0087 620.5 187
231 0 725.0087 725.0087 620.5 187
231 1 725.0087 725.0087 620.5 187
232 0 725.0087 725.0087 620.5 187
232 1 725.0087 725.0087 620.5 187
233 0 725.0087 725.0087 620.5 187
233 1 725.0087 725.0087 620.5 187
234 0 725.0087 725.0087 620.5 187
234 1 725.0087 725.0087 620.5 187
235 0 725.0087 725.0087 620.5 187
235 1 725.0087 725.0087 620.5 187
236 0 725.0087 725.0087 620.5 187
236 1 725.0087 725.0087 620.5 187
237 0 725.0087 725.0087 620.5 187
237 1 725.0087 725.0087 620.5 187
238 0 725.0087 725.0087 620.5 187
238 1 725.0087 725.0087 620.5 187
239 0 725.0087 725.0087 620.5 187
239 1 725.0087 725.0087 620.5 187
240 0 725.0087 725.0087 620.5 187
240 1 725.0087 725.0087 620.5 187
241 0 725.0087 725.0087 620.5 187
241 1 725.0087 725.0087 620.5 187
242 0 725.0087 725.0087 620.5 187
242 1 725.0087 725.0087 620.5 187
243 0 725.0087 725.0087 620.5 187
243 1 725.0087 725.0087 620.5 187
244 0 725.0087 725.0087 620.5 187
244 1 725.0087 725.0087 620.5 187
245 0 725.0087 725.0087 620.5 187
245 1 725.0087 725.0087 620.5 187
246 0 725.0087 725.0087 620.5 187
246 1 725.0087 725.0087 620.5 187
247 0 725.0087 725.0087 620.5 187
247 1 725.0087 725.0087 620.5 187
248 0 725.0087 725.0087 620.5 187
248 1 725.0087 725.0087 620.5 187
249 0 725.0087 725.0087 620.5 187
249 1 725.0087 725.0087 620.5 187
250 0 725.0087 725.0087 620.5 187
250 1 725.0087 725.0087 620.5 187
251 0 725.0087 725.0087 620.5 187
251 1 725.0087 725.0087 620.5 187
252 0 725.0087 725.0087 620.5 187
252 1 725.0087 725.0087 620.5 187
253 0 725.0087 725.0087 620.5 187
253 1 725.0087 725.0087 620.5 187
254 0 725.0087 725.0087 620.5 187
254 1 725.0087 725.0087 620.5 187
255 0 725.0087 725.0087 620.5 187
255 1 725.0087 725.0087 620.5 187
256 0 725.0087 725.0087 620.5 187
256 1 725.0087 725.0087 620.5 187
257 0 725.0087 725.0087 620.5 187
257 1 725.0087 725.0087 620.5 187
258 0 725.0087 725.0087 620.5 187
258 1 725.0087 725.0087 620.5 187
259 0 725.0087 725.0087 620.5 187
259 1 725.0087 725.0087 620.5 187
260 0 725.0087 725.0087 620.5 187
260 1 725.0087 725.0087 620.5 187
261 0 725.0087 725.0087 620.5 187
261 1 725.0087 725.0087 620.5 187
262 0 725.0087 725.0087 620.5 187
262 1 725.0087 725.0087 620.5 187
263 0 725.0087 725.0087 620.5 187
263 1 725.0087 725.0087 620.5 187
264 0 725.0087 725.0087 620.5 187
264 1 725.0087 725.0087 620.5 187
265 0 725.0087 725.0087 620.5 187
265 1 725.0087 725.0087 620.5 187
266 0 725.0087 725.0087 620.5 187
266 1 725.0087 725.0087 620.5 187
267 0 725.0087 725.0087 620.5 187
267 1 725.0087 725.0087 620.5 187
268 0 725.0087 725.0087 620.5 187
268 1 725.0087 725.0087 620.5 187
269 0 725.0087 725.0087 620.5 187
269 1 725.0087 725.0087 620.5 187
270 0 725.0087 725.0087 620.5 187
270 1 725.0087 725.0087 620.5 187
271 0 725.0087 725.0087 620.5 187
271 1 725.0087 725.0087 620.5 187
272 0 725.0087 725.0087 620.5 187
272 1 725.0087 725.0087 620.5 187
273 0 725.0087 725.0087 620.5 187
273 1 725.0087 725.0087 620.5 187
274 0 725.0087 725.0087 620.5 187
274 1 725.0087 725.0087 620.5 187
275 0 725.0087 725.0087 620.5 187
275 1 725.0087 725.0087 620.5 187
276 0 725.0087 725.0087 620.5 187
276 1 725.0087 725.0087 620.5 187
277 0 725.0087 725.0087 620.5 187
277 1 725.0087 725.0087 620.5 187
278 0 725.0087 725.0087 620.5 187
278 1 725.0087 725.0087 620.5 187
279 0 725.0087 725.0087 620.5 187
279 1 725.0087 725.0087 620.5 187
280 0 725.0087 725.0087 620.5 187
280 1 725.0087 725.0087 620.5 187
281 0 725.0087 725.0087 620.5 187
281 1 725.0087 725.0087 620.5 187
282 0 725.0087 725.0087 620.5 187
282 1 725.0087 725.0087 620.5 187
283 0 725.0087 725.0087 620.5 187
283 1 725.0087 725.0087 620.5 187
284 0 725.0087 725.0087 620.5 187
284 1 725.0087 725.0087 620.5 187
285 0 725.0087 725.0087 620.5 187
285 1 725.0087 725.0087 620.5 187
286 0 725.0087 725.0087 620.5 187
286 1 725.0087 725.0087 620.5 187
287 0 725.0087 725.0087 620.5 187
287 1 725.0087 725.0087 620.5 187
288 0 725.0087 725.0087 620.5 187
288 1 725.0087 725.0087 620.5 187
289 0 725.0087 725.0087 620.5 187
289 1 725.0087 725.0087 620.5 187
290 0 725.0087 725.0087 620.5 187
290 1 725.0087 725.0087 620.5 187
291 0 725.0087 725.0087 620.5 187
291 1 725.0087 725.0087 620.5 187
292 0 725.0087 725.0087 620.5 187
292 1 725.0087 725.0087 620.5 187
293 0 725.0087 725.0087 620.5 187
293 1 725.0087 725.0087 620.5 187
294 0 725.0087 725.0087 620.5 187
294 1 725.0087 725.0087 620.5 187
295 0 725.0087 725.0087 620.5 187
295 1 725.0087 725.0087 620.5 187
296 0 725.0087 725.0087 620.5 187
296 1 725.0087 725.0087 620.5 187
297 0 725.0087 725.0087 620.5 187
297 1 725.0087 725.0087 620.5 187
298 0 725.0087 725.0087 620.5 187
298 1 725.0087 725.0087 620.5 187
299 0 725.0087 725.0087 620.5 187
299 1 725.0087 725.0087 620.5 187
300 0 725.0087 725.0087 620.5 187
300 1 725.0087 725.0087 620.5 187
301 0 725.0087 725.0087 620.5 187
301 1 725.0087 725.0087 620.5 187
302 0 725.0087 725.0087 620.5 187
302 1 725.0087 725.0087 620.5 187
303 0 725.0087 725.0087 620.5 187
303 1 725.0087 725.0087 620.5 187
304 0 725.0087 725.0087 620.5 187
304 1 725.0087 725.0087 620.5 187
305 0 725.0087 725.0087 620.5 187
305 1 725.0087 725.0087 620.5 187
306 0 725.0087 725.0087 620.5 187
306 1 725.0087 725.0087 620.5 187
307 0 725.0087 725.0087 620.5 187
307 1 725.0087 725.0087 620.5 187
308 0 725.0087 725.0087 620.5 187
308 1 725.0087 725.0087 620.5 187
309 0 725.0087 725.0087 620.5 187
309 1 725.0087 725.0087 620.5 187
310 0 725.0087 725.0087 620.5 187
310 1 725.0087 725.0087 620.5 187
311 0 725.0087 725.0087 620.5 187
311 1 725.0087 725.0087 620.5 187
312 0 725.0087 725.0087 620.5 187
312 1 725.0087 725.0087 620.5 187
313 0 725.0087 725.0087 620.5 187
313 1 725.0087 725.0087 620.5 187
314 0 725.0087 725.0087 620.5 187
314 1 725.0087 725.0087 620.5 187
315 0 725.0087 725.0087 620.5 187
315 1 725.0087 725.0087 620.5 187
316 0 725.0087 725.0087 620.5 187
316 1 725.0087 725.0087 620.5 187
317 0 725.0087 725.0087 620.5 187
317 1 725.0087 725.0087 620.5 187
318 0 725.0087 725.0087 620.5 187
318 1 725.0087 725.0087 620.5 187
319 0 725.0087 725.0087 620.5 187
319 1 725.0087 725.0087 620.5 187
320 0 725.0087 725.0087 620.5 187
320 1 725.0087 725.0087 620.5 187
321 0 725.0087 725.0087 620.5 187
321 1 725.0087 725.0087 620.5 187
322 0 725.0087 725.0087 620.5 187
322 1 725.0087 725.0087 620.5 187
323 0 725.0087 725.0087 620.5 187
323 1 725.0087 725.0087 620.5 187
324 0 725.0087 725.0087 620.5 187
324 1 725.0087 725.0087 620.5 187
325 0 725.0087 725.0087 620.5 187
325 1 725.0087 725.0087 620.5 187
326 0 725.0087 725.0087 620.5 187
326 1 725.0087 725.0087 620.5 187
327 0 725.0087 725.0087 620.5 187
327 1 725.0087 725.0087 620.5 187
328 0 725.0087 725.0087 620.5 187
328 1 725.0087 725.0087 620.5 187
329 0 725.0087 725.0087 620.5 187
329 1 725.0087 725.0087 620.5 187
330 0 725.0087 725.0087 620.5 187
330 1 725.0087 725.0087 620.5 187
331 0 725.0087 725.0087 620.5 187
331 1 725.0087 725.0087 620.5 187
332 0 725.0087 725.0087 620.5 187
332 1 725.0087 725.0087 620.5 187
333 0 725.0087 725.0087 620.5 187
333 1 725.0087 725.0087 620.5 187
334 0 725.0087 725.0087 620.5 187
334 1 725.0087 725.0087 620.5 187
335 0 725.0087 725.0087 620.5 187
335 1 725.0087 725.0087 620.5 187
336 0 725.0087 725.0087 620.5 187
336 1 725.0087 725.0087 620.5 187
337 0 725.0087 725.0087 620.5 187
337 1 725.0087 725.0087 620.5 187
338 0 725.0087 725.0087 620.5 187
338 1 725.0087 725.0087 620.5 187
339 0 725.0087 725.0087 620.5 187
339 1 725.0087 725.0087 620.5 187
340 0 725.0087 725.0087 620.5 187
340 1 725.0087 725.0087 620.5 187
341 0 725.0087 725.0087 620.5 187
341 1 725.0087 725.0087 620.5 187
342 0 725.0087 725.0087 620.5 187
342 1 725.0087 725.0087 620.5 187
343 0 725.0087 725.0087 620.5 187
343 1 725.0087 725.0087 620.5 187
344 0 725.0087 725.0087 620.5 187
344 1 725.0087 725.0087 620.5 187
345 0 725.0087 725.0087 620.5 187
345 1 725.0087 725.0087 620.5 187
346 0 725.0087 725.0087 620.5 187
346 1 725.0087 725.0087 620.5 187
347 0 725.0087 725.0087 620.5 187
347 1 725.0087 725.0087 620.5 187
